age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
1.4914087617153127,0,1,1,0,0.25247391094496224,1,0,2,-1.2656535407082268,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
1.239584053855939,0,1,1,0,-0.4600000856515003,0,0,2,-1.2656535407082268,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-0.019539485440929625,9,1,1,0,-0.08019997867557924,1,0,2,-1.2656535407082268,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
1.155642484569481,7,1,1,0,0.2937093511309194,1,0,2,-1.2656535407082268,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
1.0717009152830232,0,1,2,0,-0.4169044000436203,0,0,2,-1.2656535407082268,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
0.06440208384552829,4,2,2,0,-0.4739519263159219,1,1,2,-1.2656535407082268,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
1.239584053855939,4,1,2,0,-0.21661797628325702,1,1,2,-1.1468961074782058,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
1.5753503310017707,5,0,1,0,-0.30497963382459375,1,0,2,-1.1468961074782058,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-0.3553057625867613,9,1,1,0,-0.4736418854122681,1,0,2,-1.1468961074782058,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-1.1107798861648825,7,2,1,0,1.104156273281987,1,0,2,-1.1468961074782058,8,0.1805730521981125,-0.48121060147537487,-0.36327826546150116,3,1
-0.27136419330030337,0,2,1,0,-0.4429478359505406,1,0,2,-1.028138674248185,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-0.9428967475919666,1,1,1,0,-0.37814928708689366,1,0,2,-1.028138674248185,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
-1.0268383168784245,4,1,2,0,-0.4122537864888131,1,1,2,-1.028138674248185,8,0.5479401385238752,-0.48121060147537487,-0.36327826546150116,3,1
0.40016836099135994,1,2,2,0,-0.33133311063516785,1,0,2,-1.028138674248185,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
-0.8589551783055087,9,2,2,0,-0.2559931710472913,1,0,2,-0.9093812410181642,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
-0.5231889011596771,4,0,2,0,0.7156750210037591,1,0,2,-0.9093812410181642,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-0.7750136090190508,1,2,0,0,-0.2845169341834421,1,0,2,-0.9093812410181642,8,0.1805730521981125,-0.48121060147537487,-0.36327826546150116,3,1
0.6519930688507336,7,1,1,0,-0.4764322535451524,1,0,2,-0.9093812410181642,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-0.019539485440929625,0,1,1,0,-0.45689967661496217,1,0,2,-0.9093812410181642,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
0.6519930688507336,0,0,1,0,-0.4218650545020813,1,1,2,-0.9093812410181642,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-1.1107798861648825,0,0,1,0,-0.2305698169476786,1,0,2,-0.9093812410181642,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
0.1483436531319862,4,2,2,0,0.16690262153650984,1,0,2,-0.9093812410181642,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
0.1483436531319862,4,0,2,0,-0.35365605569824243,1,0,2,-0.9093812410181642,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
0.1483436531319862,1,1,0,0,-0.533479779817454,1,0,2,-0.9093812410181642,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
-0.3553057625867613,10,2,1,0,-0.35582634202381913,1,0,2,-0.9093812410181642,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
-0.5231889011596771,1,2,1,0,-0.4615502901697694,1,0,2,-0.7906238077881433,8,0.5479401385238752,-0.48121060147537487,-0.36327826546150116,3,1
-0.8589551783055087,9,2,2,0,-0.467131026435538,1,0,2,-0.7906238077881433,8,0.1805730521981125,-0.48121060147537487,-0.36327826546150116,3,1
0.1483436531319862,1,2,1,0,-0.4730218036049605,1,0,2,-0.7906238077881433,8,0.1805730521981125,-0.48121060147537487,-0.36327826546150116,3,1
-0.8589551783055087,0,1,1,0,-0.37876936889420126,1,0,2,-0.7906238077881433,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-1.1107798861648825,1,2,1,0,-0.23863088044267775,1,0,2,-0.7906238077881433,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-0.7750136090190508,1,1,1,1,-0.47426196721957575,1,0,2,-0.7906238077881433,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
1.5753503310017707,9,1,0,0,-0.45379926757842404,1,0,2,-0.7906238077881433,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
-1.2786630247377984,1,2,1,0,-0.44852857221630926,1,0,2,-0.7906238077881433,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-0.10348105472738754,1,1,1,0,-0.4708515172793838,1,0,2,-0.7906238077881433,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
-0.6910720397325929,1,0,0,0,-0.3530359738909348,1,0,2,-0.7906238077881433,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
-0.7750136090190508,4,2,2,0,-0.37752920527958606,0,0,2,-0.43435150809808093,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
-0.5231889011596771,1,1,0,0,-0.3455949922032433,0,0,2,-0.31559407486806007,8,0.5479401385238752,-0.48121060147537487,-0.36327826546150116,3,1
-0.6910720397325929,4,0,1,0,-0.47240172179765283,1,0,2,-0.31559407486806007,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-0.27136419330030337,4,1,2,0,-0.43705705878111817,1,0,2,-0.31559407486806007,8,0.5479401385238752,-0.48121060147537487,-0.36327826546150116,3,1
-1.530487732597172,2,2,0,0,-0.47271176270130666,1,0,2,-0.31559407486806007,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
1.5753503310017707,1,1,0,0,-0.08268030590480974,1,1,2,-0.31559407486806007,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
0.5680514995642757,4,1,2,0,0.13031779490535988,1,0,2,-0.31559407486806007,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
0.31622679170490203,2,0,2,0,-0.5964180832591781,1,0,2,-0.31559407486806007,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-0.4392473318732192,1,1,1,0,-0.11275427355922961,1,0,2,-0.31559407486806007,8,0.5479401385238752,-0.48121060147537487,-0.36327826546150116,3,1
0.9038177767101074,4,1,3,0,0.22053969786861952,1,0,2,-0.31559407486806007,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-0.5231889011596771,1,0,0,0,-0.38093965521977796,1,0,2,-0.31559407486806007,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
0.1483436531319862,9,1,1,0,0.5445324421868543,1,0,2,-0.31559407486806007,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
0.9038177767101074,3,1,1,0,0.742338538717987,1,0,2,-0.19683664163803927,8,0.1805730521981125,-0.48121060147537487,-0.36327826546150116,3,1
0.9877593459965653,9,0,0,0,-0.026562902343469565,1,0,2,-0.19683664163803927,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
0.5680514995642757,1,0,0,0,-0.4665109446282304,1,0,2,-0.19683664163803927,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-0.019539485440929625,1,2,0,0,0.027694255795947736,1,0,2,-0.19683664163803927,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
-0.18742262401384543,4,0,2,0,-0.31366077912690055,1,1,2,-0.19683664163803927,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
1.4914087617153127,5,1,1,0,-0.002379711858472139,1,1,2,-0.19683664163803927,8,-0.18679403412765025,-0.48121060147537487,-0.36327826546150116,3,1
-0.019539485440929625,1,1,1,0,0.4012935446987926,1,0,2,-0.19683664163803927,8,-0.554161120453413,-0.48121060147537487,-0.36327826546150116,3,1
